ID,标签,物种,性别,年龄,,,,,,,,,,,,,,
1247,栗背短脚鹎雌性成体,栗背短脚鹎,雌性,成体,,,,,,,,,,,,,,,
1248,栗背短脚鹎成体,栗背短脚鹎,无法区分,成体,,,,,,,,,,,,,,,
1249,栗背短脚鹎雄性亚成体,栗背短脚鹎,雄性,亚成体,,,,,,,,,,,,,,,
1250,栗背短脚鹎雌性亚成体,栗背短脚鹎,雌性,亚成体,,,,,,,,,,,,,,,
1251,栗背短脚鹎亚成体,栗背短脚鹎,无法区分,亚成体,,,,,,,,,,,,,,,
1252,栗背短脚鹎幼体,栗背短脚鹎,无法区分,幼体,,,,,,,,,,,,,,,
1253,栗背短脚鹎,栗背短脚鹎,无法区分,无法区分,,,,,,,,,,,,,,,
1254,金色林鸲雄性成体,金色林鸲,雄性,成体,,,,,,,,,,,,,,,
1255,金色林鸲雌性成体,金色林鸲,雌性,成体,,,,,,,,,,,,,,,
1256,金色林鸲成体,金色林鸲,无法区分,成体,,,,,,,,,,,,,,,
1257,金色林鸲雄性亚成体,金色林鸲,雄性,亚成体,,,,,,,,,,,,,,,
1258,金色林鸲雌性亚成体,金色林鸲,雌性,亚成体,,,,,,,,,,,,,,,
1259,金色林鸲亚成体,金色林鸲,无法区分,亚成体,,,,,,,,,,,,,,,
1260,金色林鸲幼体,金色林鸲,无法区分,幼体,,,,,,,,,,,,,,,
1261,金色林鸲,金色林鸲,无法区分,无法区分,,,,,,,,,,,,,,,
1262,蓝歌鸲雄性成体,蓝歌鸲,雄性,成体,,,,,,,,,,,,,,,
1263,蓝歌鸲雌性成体,蓝歌鸲,雌性,成体,,,,,,,,,,,,,,,
1264,蓝歌鸲成体,蓝歌鸲,无法区分,成体,,,,,,,,,,,,,,,
1265,蓝歌鸲雄性亚成体,蓝歌鸲,雄性,亚成体,,,,,,,,,,,,,,,
1266,蓝歌鸲雌性亚成体,蓝歌鸲,雌性,亚成体,,,,,,,,,,,,,,,
1267,蓝歌鸲亚成体,蓝歌鸲,无法区分,亚成体,,,,,,,,,,,,,,,
1268,蓝歌鸲幼体,蓝歌鸲,无法区分,幼体,,,,,,,,,,,,,,,
1269,蓝歌鸲,蓝歌鸲,无法区分,无法区分,,,,,,,,,,,,,,,
1270,红翅凤头鹛雄性成体,红翅凤头鹛,雄性,成体,,,,,,,,,,,,,,,
1271,红翅凤头鹛雌性成体,红翅凤头鹛,雌性,成体,,,,,,,,,,,,,,,
1272,红翅凤头鹛成体,红翅凤头鹛,无法区分,成体,,,,,,,,,,,,,,,
1273,红翅凤头鹛雄性亚成体,红翅凤头鹛,雄性,亚成体,,,,,,,,,,,,,,,
1274,红翅凤头鹛雌性亚成体,红翅凤头鹛,雌性,亚成体,,,,,,,,,,,,,,,
1275,红翅凤头鹛亚成体,红翅凤头鹛,无法区分,亚成体,,,,,,,,,,,,,,,
1276,红翅凤头鹛幼体,红翅凤头鹛,无法区分,幼体,,,,,,,,,,,,,,,
1277,红翅凤头鹛,红翅凤头鹛,无法区分,无法区分,,,,,,,,,,,,,,,
1278,白颊山鹧鸪雄性成体,白颊山鹧鸪,雄性,成体,,,,,,,,,,,,,,,
1279,白颊山鹧鸪雌性成体,白颊山鹧鸪,雌性,成体,,,,,,,,,,,,,,,
1280,白颊山鹧鸪成体,白颊山鹧鸪,无法区分,成体,,,,,,,,,,,,,,,
1281,白颊山鹧鸪雄性亚成体,白颊山鹧鸪,雄性,亚成体,,,,,,,,,,,,,,,
1282,白颊山鹧鸪雌性亚成体,白颊山鹧鸪,雌性,亚成体,,,,,,,,,,,,,,,
1283,白颊山鹧鸪亚成体,白颊山鹧鸪,无法区分,亚成体,,,,,,,,,,,,,,,
1284,白颊山鹧鸪幼体,白颊山鹧鸪,无法区分,幼体,,,,,,,,,,,,,,,
1285,白颊山鹧鸪,白颊山鹧鸪,无法区分,无法区分,,,,,,,,,,,,,,,
1286,锡嘴雀雄性成体,锡嘴雀,雄性,成体,,,,,,,,,,,,,,,
1287,锡嘴雀雌性成体,锡嘴雀,雌性,成体,,,,,,,,,,,,,,,
1288,锡嘴雀雉成体,锡嘴雀,无法区分,成体,,,,,,,,,,,,,,,
1289,锡嘴雀雄性亚成体,锡嘴雀,雄性,亚成体,,,,,,,,,,,,,,,
1290,锡嘴雀雌性亚成体,锡嘴雀,雌性,亚成体,,,,,,,,,,,,,,,
1291,锡嘴雀亚成体,锡嘴雀,无法区分,亚成体,,,,,,,,,,,,,,,
1292,锡嘴雀幼体,锡嘴雀,无法区分,幼体,,,,,,,,,,,,,,,
1293,锡嘴雀,锡嘴雀,无法区分,无法区分,,,,,,,,,,,,,,,
1294,棕腹大仙鹟雄性成体,棕腹大仙鹟,雄性,成体,,,,,,,,,,,,,,,
1295,棕腹大仙鹟雌性成体,棕腹大仙鹟,雌性,成体,,,,,,,,,,,,,,,
1296,棕腹大仙鹟成体,棕腹大仙鹟,无法区分,成体,,,,,,,,,,,,,,,
1297,棕腹大仙鹟雄性亚成体,棕腹大仙鹟,雄性,亚成体,,,,,,,,,,,,,,,
1298,棕腹大仙鹟雌性亚成体,棕腹大仙鹟,雌性,亚成体,,,,,,,,,,,,,,,
1299,棕腹大仙鹟亚成体,棕腹大仙鹟,无法区分,亚成体,,,,,,,,,,,,,,,
1300,棕腹大仙鹟幼体,棕腹大仙鹟,无法区分,幼体,,,,,,,,,,,,,,,
1301,棕腹大仙鹟,棕腹大仙鹟,无法区分,无法区分,,,,,,,,,,,,,,,
1302,黄喉鹀雄性成体,黄喉鹀,雄性,成体,,,,,,,,,,,,,,,
1303,黄喉鹀雌性成体,黄喉鹀,雌性,成体,,,,,,,,,,,,,,,
1304,黄喉鹀雉成体,黄喉鹀,无法区分,成体,,,,,,,,,,,,,,,
1305,黄喉鹀雄性亚成体,黄喉鹀,雄性,亚成体,,,,,,,,,,,,,,,
1306,黄喉鹀雌性亚成体,黄喉鹀,雌性,亚成体,,,,,,,,,,,,,,,
1307,黄喉鹀亚成体,黄喉鹀,无法区分,亚成体,,,,,,,,,,,,,,,
1308,黄喉鹀幼体,黄喉鹀,无法区分,幼体,,,,,,,,,,,,,,,
1309,黄喉鹀,黄喉鹀,无法区分,无法区分,,,,,,,,,,,,,,,
1310,岩羊雄性成体,岩羊,雄性,成体,,,,,,,,,,,,,,,
1311,岩羊雌性成体,岩羊,雌性,成体,,,,,,,,,,,,,,,
1312,岩羊成体,岩羊,无法区分,成体,,,,,,,,,,,,,,,
1313,岩羊雄性亚成体,岩羊,雄性,亚成体,,,,,,,,,,,,,,,
1314,岩羊雌性亚成体,岩羊,雌性,亚成体,,,,,,,,,,,,,,,
1315,岩羊亚成体,岩羊,无法区分,亚成体,,,,,,,,,,,,,,,
1316,岩羊幼体,岩羊,无法区分,幼体,,,,,,,,,,,,,,,
1317,岩羊,岩羊,无法区分,无法区分,,,,,,,,,,,,,,,
1318,白腰鹊鸲雄性成体,白腰鹊鸲,雄性,成体,,,,,,,,,,,,,,,
1319,白腰鹊鸲雌性成体,白腰鹊鸲,雌性,成体,,,,,,,,,,,,,,,
1320,白腰鹊鸲雉成体,白腰鹊鸲,无法区分,成体,,,,,,,,,,,,,,,
1321,白腰鹊鸲雄性亚成体,白腰鹊鸲,雄性,亚成体,,,,,,,,,,,,,,,
1322,白腰鹊鸲雌性亚成体,白腰鹊鸲,雌性,亚成体,,,,,,,,,,,,,,,
1323,白腰鹊鸲亚成体,白腰鹊鸲,无法区分,亚成体,,,,,,,,,,,,,,,
1324,白腰鹊鸲幼体,白腰鹊鸲,无法区分,幼体,,,,,,,,,,,,,,,
1325,白腰鹊鸲,白腰鹊鸲,无法区分,无法区分,,,,,,,,,,,,,,,
1326,棕头幽鹛雄性成体,棕头幽鹛,雄性,成体,,,,,,,,,,,,,,,
1327,棕头幽鹛雌性成体,棕头幽鹛,雌性,成体,,,,,,,,,,,,,,,
1328,棕头幽鹛成体,棕头幽鹛,无法区分,成体,,,,,,,,,,,,,,,
1329,棕头幽鹛雄性亚成体,棕头幽鹛,雄性,亚成体,,,,,,,,,,,,,,,
1330,棕头幽鹛雌性亚成体,棕头幽鹛,雌性,亚成体,,,,,,,,,,,,,,,
1331,棕头幽鹛亚成体,棕头幽鹛,无法区分,亚成体,,,,,,,,,,,,,,,
1332,棕头幽鹛幼体,棕头幽鹛,无法区分,幼体,,,,,,,,,,,,,,,
1333,棕头幽鹛,棕头幽鹛,无法区分,无法区分,,,,,,,,,,,,,,,
1334,仙八色鸫雄性成体,仙八色鸫,雄性,成体,,,,,,,,,,,,,,,
1335,仙八色鸫雌性成体,仙八色鸫,雌性,成体,,,,,,,,,,,,,,,
1336,仙八色鸫成体,仙八色鸫,无法区分,成体,,,,,,,,,,,,,,,
1337,仙八色鸫雄性亚成体,仙八色鸫,雄性,亚成体,,,,,,,,,,,,,,,
1338,仙八色鸫雌性亚成体,仙八色鸫,雌性,亚成体,,,,,,,,,,,,,,,
1339,仙八色鸫亚成体,仙八色鸫,无法区分,亚成体,,,,,,,,,,,,,,,
1340,仙八色鸫幼体,仙八色鸫,无法区分,幼体,,,,,,,,,,,,,,,
1341,仙八色鸫,仙八色鸫,无法区分,无法区分,,,,,,,,,,,,,,,
1342,菲氏叶猴雄性成体,菲氏叶猴,雄性,成体,,,,,,,,,,,,,,,
1343,菲氏叶猴雌性成体,菲氏叶猴,雌性,成体,,,,,,,,,,,,,,,
1344,菲氏叶猴成体,菲氏叶猴,无法区分,成体,,,,,,,,,,,,,,,
1345,菲氏叶猴雄性亚成体,菲氏叶猴,雄性,亚成体,,,,,,,,,,,,,,,
1346,菲氏叶猴雌性亚成体,菲氏叶猴,雌性,亚成体,,,,,,,,,,,,,,,
1347,菲氏叶猴亚成体,菲氏叶猴,无法区分,亚成体,,,,,,,,,,,,,,,
1348,菲氏叶猴幼体,菲氏叶猴,无法区分,幼体,,,,,,,,,,,,,,,
1349,菲氏叶猴,菲氏叶猴,无法区分,无法区分,,,,,,,,,,,,,,,
1350,珠颈斑鸠雄性成体,珠颈斑鸠,雄性,成体,,,,,,,,,,,,,,,
1351,珠颈斑鸠雌性成体,珠颈斑鸠,雌性,成体,,,,,,,,,,,,,,,
1352,珠颈斑鸠成体,珠颈斑鸠,无法区分,成体,,,,,,,,,,,,,,,
1353,珠颈斑鸠雄性亚成体,珠颈斑鸠,雄性,亚成体,,,,,,,,,,,,,,,
1354,珠颈斑鸠雌性亚成体,珠颈斑鸠,雌性,亚成体,,,,,,,,,,,,,,,
1355,珠颈斑鸠亚成体,珠颈斑鸠,无法区分,亚成体,,,,,,,,,,,,,,,
1356,珠颈斑鸠幼体,珠颈斑鸠,无法区分,幼体,,,,,,,,,,,,,,,
1357,珠颈斑鸠,珠颈斑鸠,无法区分,无法区分,,,,,,,,,,,,,,,
1358,花尾榛鸡雄性成体,花尾榛鸡,雄性,成体,,,,,,,,,,,,,,,
1359,花尾榛鸡雌性成体,花尾榛鸡,雌性,成体,,,,,,,,,,,,,,,
1360,花尾榛鸡成体,花尾榛鸡,无法区分,成体,,,,,,,,,,,,,,,
1361,花尾榛鸡雄性亚成体,花尾榛鸡,雄性,亚成体,,,,,,,,,,,,,,,
1362,花尾榛鸡雌性亚成体,花尾榛鸡,雌性,亚成体,,,,,,,,,,,,,,,
1363,花尾榛鸡亚成体,花尾榛鸡,无法区分,亚成体,,,,,,,,,,,,,,,
1364,花尾榛鸡幼体,花尾榛鸡,无法区分,幼体,,,,,,,,,,,,,,,
1365,花尾榛鸡,花尾榛鸡,无法区分,无法区分,,,,,,,,,,,,,,,
1366,蓝额红尾鸲雄性成体,蓝额红尾鸲,雄性,成体,,,,,,,,,,,,,,
1367,蓝额红尾鸲雌性成体,蓝额红尾鸲,雌性,成体,,,,,,,,,,,,,,
1368,蓝额红尾鸲成体,蓝额红尾鸲,无法区分,成体,,,,,,,,,,,,,,
1369,蓝额红尾鸲雄性亚成体,蓝额红尾鸲,雄性,亚成体,,,,,,,,,,,,,,
1370,蓝额红尾鸲雌性亚成体,蓝额红尾鸲,雌性,亚成体,,,,,,,,,,,,,,
1371,蓝额红尾鸲亚成体,蓝额红尾鸲,无法区分,亚成体,,,,,,,,,,,,,,
1372,蓝额红尾鸲幼体,蓝额红尾鸲,无法区分,幼体,,,,,,,,,,,,,,
1373,蓝额红尾鸲,蓝额红尾鸲,无法区分,无法区分,,,,,,,,,,,,,,
1374,白喉矶鸫雄性成体,白喉矶鸫,雄性,成体,,,,,,,,,,,,,,
1375,白喉矶鸫雌性成体,白喉矶鸫,雌性,成体,,,,,,,,,,,,,,
1376,白喉矶鸫成体,白喉矶鸫,无法区分,成体,,,,,,,,,,,,,,,
1377,白喉矶鸫雄性亚成体,白喉矶鸫,雄性,亚成体,,,,,,,,,,,,,,,
1378,白喉矶鸫雌性亚成体,白喉矶鸫,雌性,亚成体,,,,,,,,,,,,,,,
1379,白喉矶鸫亚成体,白喉矶鸫,无法区分,亚成体,,,,,,,,,,,,,,,
1380,白喉矶鸫幼体,白喉矶鸫,无法区分,幼体,,,,,,,,,,,,,,,
1381,白喉矶鸫,白喉矶鸫,无法区分,无法区分,,,,,,,,,,,,,,,
1382,长嘴勾嘴鶥雄性成体,长嘴勾嘴鶥,雄性,成体,,,,,,,,,,,,,,,
1383,长嘴勾嘴鶥雌性成体,长嘴勾嘴鶥,雌性,成体,,,,,,,,,,,,,,,
1384,长嘴勾嘴鶥成体,长嘴勾嘴鶥,无法区分,成体,,,,,,,,,,,,,,,
1385,长嘴勾嘴鶥雄性亚成体,长嘴勾嘴鶥,雄性,亚成体,,,,,,,,,,,,,,,
1386,长嘴勾嘴鶥雌性亚成体,长嘴勾嘴鶥,雌性,亚成体,,,,,,,,,,,,,,,
1387,长嘴勾嘴鶥亚成体,长嘴勾嘴鶥,无法区分,亚成体,,,,,,,,,,,,,,,
1388,长嘴勾嘴鶥幼体,长嘴勾嘴鶥,无法区分,幼体,,,,,,,,,,,,,,,
1389,长嘴勾嘴鶥,长嘴勾嘴鶥,无法区分,无法区分,,,,,,,,,,,,,,,
1390,石鸡雄性成体,石鸡,雄性,成体,,,,,,,,,,,,,,,
1391,石鸡雌性成体,石鸡,雌性,成体,,,,,,,,,,,,,,,
1392,石鸡成体,石鸡,无法区分,成体,,,,,,,,,,,,,,,
1393,石鸡雄性亚成体,石鸡,雄性,亚成体,,,,,,,,,,,,,,,
1394,石鸡雌性亚成体,石鸡,雌性,亚成体,,,,,,,,,,,,,,,
1395,石鸡亚成体,石鸡,无法区分,亚成体,,,,,,,,,,,,,,,
1396,石鸡幼体,石鸡,无法区分,幼体,,,,,,,,,,,,,,,
1397,石鸡,石鸡,无法区分,无法区分,,,,,,,,,,,,,,,
1398,星头啄木鸟雄性成体,星头啄木鸟,雄性,成体,,,,,,,,,,,,,,,
1399,星头啄木鸟雌性成体,星头啄木鸟,雌性,成体,,,,,,,,,,,,,,,
1400,星头啄木鸟成体,星头啄木鸟,无法区分,成体,,,,,,,,,,,,,,,
1401,星头啄木鸟雄性亚成体,星头啄木鸟,雄性,亚成体,,,,,,,,,,,,,,,
1402,星头啄木鸟雌性亚成体,星头啄木鸟,雌性,亚成体,,,,,,,,,,,,,,,
1403,星头啄木鸟亚成体,星头啄木鸟,无法区分,亚成体,,,,,,,,,,,,,,,
1404,星头啄木鸟幼体,星头啄木鸟,无法区分,幼体,,,,,,,,,,,,,,,
1405,星头啄木鸟,星头啄木鸟,无法区分,无法区分,,,,,,,,,,,,,,,
1406,棕胸竹鸡雄性成体,棕胸竹鸡,雄性,成体,,,,,,,,,,,,,,,
1407,棕胸竹鸡雌性成体,棕胸竹鸡,雌性,成体,,,,,,,,,,,,,,,
1408,棕胸竹鸡成体,棕胸竹鸡,无法区分,成体,,,,,,,,,,,,,,,
1409,棕胸竹鸡雄性亚成体,棕胸竹鸡,雄性,亚成体,,,,,,,,,,,,,,,
1410,棕胸竹鸡雌性亚成体,棕胸竹鸡,雌性,亚成体,,,,,,,,,,,,,,,
1411,棕胸竹鸡亚成体,棕胸竹鸡,无法区分,亚成体,,,,,,,,,,,,,,,
1412,棕胸竹鸡幼体,棕胸竹鸡,无法区分,幼体,,,,,,,,,,,,,,,
1413,棕胸竹鸡,棕胸竹鸡,无法区分,无法区分,,,,,,,,,,,,,,,
1414,藏雪鸡雄性成体,藏雪鸡,雄性,成体,,,,,,,,,,,,,,,
1415,藏雪鸡雌性成体,藏雪鸡,雌性,成体,,,,,,,,,,,,,,,
1416,藏雪鸡成体,藏雪鸡,无法区分,成体,,,,,,,,,,,,,,,
1417,藏雪鸡雄性亚成体,藏雪鸡,雄性,亚成体,,,,,,,,,,,,,,,
1418,藏雪鸡雌性亚成体,藏雪鸡,雌性,亚成体,,,,,,,,,,,,,,,
1419,藏雪鸡亚成体,藏雪鸡,无法区分,亚成体,,,,,,,,,,,,,,,
1420,藏雪鸡幼体,藏雪鸡,无法区分,幼体,,,,,,,,,,,,,,,
1421,藏雪鸡,藏雪鸡,无法区分,无法区分,,,,,,,,,,,,,,,
1422,云猫雄性成体,云猫,雄性,成体,,,,,,,,,,,,,,,
1423,云猫雌性成体,云猫,雌性,成体,,,,,,,,,,,,,,,
1424,云猫成体,云猫,无法区分,成体,,,,,,,,,,,,,,,
1425,云猫雄性亚成体,云猫,雄性,亚成体,,,,,,,,,,,,,,,
1426,云猫雌性亚成体,云猫,雌性,亚成体,,,,,,,,,,,,,,,
1427,云猫亚成体,云猫,无法区分,亚成体,,,,,,,,,,,,,,,
1428,云猫幼体,云猫,无法区分,幼体,,,,,,,,,,,,,,,
1429,云猫,云猫,无法区分,无法区分,,,,,,,,,,,,,,,
1430,穿山甲雄性成体,穿山甲,雄性,成体,,,,,,,,,,,,,,,
1431,穿山甲雌性成体,穿山甲,雌性,成体,,,,,,,,,,,,,,,
1432,穿山甲成体,穿山甲,无法区分,成体,,,,,,,,,,,,,,,
1433,穿山甲雄性亚成体,穿山甲,雄性,亚成体,,,,,,,,,,,,,,,
1434,穿山甲雌性亚成体,穿山甲,雌性,亚成体,,,,,,,,,,,,,,,
1435,穿山甲亚成体,穿山甲,无法区分,亚成体,,,,,,,,,,,,,,,
1436,穿山甲幼体,穿山甲,无法区分,幼体,,,,,,,,,,,,,,,
1437,穿山甲,穿山甲,无法区分,无法区分,,,,,,,,,,,,,,,
1438,棕头鸦雀雄性成体,棕头鸦雀,雄性,成体,,,,,,,,,,,,,,,
1439,棕头鸦雀雌性成体,棕头鸦雀,雌性,成体,,,,,,,,,,,,,,,
1440,棕头鸦雀成体,棕头鸦雀,无法区分,成体,,,,,,,,,,,,,,,
1441,棕头鸦雀雄性亚成体,棕头鸦雀,雄性,亚成体,,,,,,,,,,,,,,,
1442,棕头鸦雀雌性亚成体,棕头鸦雀,雌性,亚成体,,,,,,,,,,,,,,,
1443,棕头鸦雀亚成体,棕头鸦雀,无法区分,亚成体,,,,,,,,,,,,,,,
1444,棕头鸦雀幼体,棕头鸦雀,无法区分,幼体,,,,,,,,,,,,,,,
1445,棕头鸦雀,棕头鸦雀,无法区分,无法区分,,,,,,,,,,,,,,,
1446,蓝腹松鼠雄性成体,蓝腹松鼠,雄性,成体,,,,,,,,,,,,,,,
1447,蓝腹松鼠雌性成体,蓝腹松鼠,雌性,成体,,,,,,,,,,,,,,,
1448,蓝腹松鼠成体,蓝腹松鼠,无法区分,成体,,,,,,,,,,,,,,,
1449,蓝腹松鼠雄性亚成体,蓝腹松鼠,雄性,亚成体,,,,,,,,,,,,,,,
1450,蓝腹松鼠雌性亚成体,蓝腹松鼠,雌性,亚成体,,,,,,,,,,,,,,,
1451,蓝腹松鼠亚成体,蓝腹松鼠,无法区分,亚成体,,,,,,,,,,,,,,,
1452,蓝腹松鼠幼体,蓝腹松鼠,无法区分,幼体,,,,,,,,,,,,,,,
1453,蓝腹松鼠,蓝腹松鼠,无法区分,无法区分,,,,,,,,,,,,,,,
1454,石貂雄性成体,石貂,雄性,成体,,,,,,,,,,,,,,,
1455,石貂雌性成体,石貂,雌性,成体,,,,,,,,,,,,,,,
1456,石貂成体,石貂,无法区分,成体,,,,,,,,,,,,,,,
1457,石貂雄性亚成体,石貂,雄性,亚成体,,,,,,,,,,,,,,,
1458,石貂雌性亚成体,石貂,雌性,亚成体,,,,,,,,,,,,,,,
1459,石貂亚成体,石貂,无法区分,亚成体,,,,,,,,,,,,,,,
1460,石貂幼体,石貂,无法区分,幼体,,,,,,,,,,,,,,,
1461,石貂,石貂,无法区分,无法区分,,,,,,,,,,,,,,,
1462,红嘴山鸦雄性成体,红嘴山鸦,雄性,成体,,,,,,,,,,,,,,,
1463,红嘴山鸦雌性成体,红嘴山鸦,雌性,成体,,,,,,,,,,,,,,,
1464,红嘴山鸦成体,红嘴山鸦,无法区分,成体,,,,,,,,,,,,,,,
1465,红嘴山鸦雄性亚成体,红嘴山鸦,雄性,亚成体,,,,,,,,,,,,,,,
1466,红嘴山鸦雌性亚成体,红嘴山鸦,雌性,亚成体,,,,,,,,,,,,,,,
1467,红嘴山鸦亚成体,红嘴山鸦,无法区分,亚成体,,,,,,,,,,,,,,,
1468,红嘴山鸦幼体,红嘴山鸦,无法区分,幼体,,,,,,,,,,,,,,,
1469,红嘴山鸦,红嘴山鸦,无法区分,无法区分,,,,,,,,,,,,,,,
1470,铜蓝鹟雄性成体,铜蓝鹟,雄性,成体,,,,,,,,,,,,,,,
1471,铜蓝鹟雌性成体,铜蓝鹟,雌性,成体,,,,,,,,,,,,,,,
1472,铜蓝鹟成体,铜蓝鹟,无法区分,成体,,,,,,,,,,,,,,,
1473,铜蓝鹟雄性亚成体,铜蓝鹟,雄性,亚成体,,,,,,,,,,,,,,,
1474,铜蓝鹟雌性亚成体,铜蓝鹟,雌性,亚成体,,,,,,,,,,,,,,,
1475,铜蓝鹟亚成体,铜蓝鹟,无法区分,亚成体,,,,,,,,,,,,,,,
1476,铜蓝鹟幼体,铜蓝鹟,无法区分,幼体,,,,,,,,,,,,,,,
1477,铜蓝鹟,铜蓝鹟,无法区分,无法区分,,,,,,,,,,,,,,,
1478,黄臀鹎雄性成体,黄臀鹎,雄性,成体,,,,,,,,,,,,,,,
1479,黄臀鹎雌性成体,黄臀鹎,雌性,成体,,,,,,,,,,,,,,,
1480,黄臀鹎成体,黄臀鹎,无法区分,成体,,,,,,,,,,,,,,,
1481,黄臀鹎雄性亚成体,黄臀鹎,雄性,亚成体,,,,,,,,,,,,,,,
1482,黄臀鹎雌性亚成体,黄臀鹎,雌性,亚成体,,,,,,,,,,,,,,,
1483,黄臀鹎亚成体,黄臀鹎,无法区分,亚成体,,,,,,,,,,,,,,,
1484,黄臀鹎幼体,黄臀鹎,无法区分,幼体,,,,,,,,,,,,,,,
1485,黄臀鹎,黄臀鹎,无法区分,无法区分,,,,,,,,,,,,,,,
1486,灰鼯鼠雄性成体,灰鼯鼠,雄性,成体,,,,,,,,,,,,,,,
1487,灰鼯鼠雌性成体,灰鼯鼠,雌性,成体,,,,,,,,,,,,,,,
1488,灰鼯鼠成体,灰鼯鼠,无法区分,成体,,,,,,,,,,,,,,,
1489,灰鼯鼠雄性亚成体,灰鼯鼠,雄性,亚成体,,,,,,,,,,,,,,,
1490,灰鼯鼠雌性亚成体,灰鼯鼠,雌性,亚成体,,,,,,,,,,,,,,,
1491,灰鼯鼠亚成体,灰鼯鼠,无法区分,亚成体,,,,,,,,,,,,,,,
1492,灰鼯鼠幼体,灰鼯鼠,无法区分,幼体,,,,,,,,,,,,,,,
1493,灰鼯鼠,灰鼯鼠,无法区分,无法区分,,,,,,,,,,,,,,,
1494,棕腹仙鹟雄性成体,棕腹仙鹟,雄性,成体,,,,,,,,,,,,,,,
1495,棕腹仙鹟雌性成体,棕腹仙鹟,雌性,成体,,,,,,,,,,,,,,,
1496,棕腹仙鹟成体,棕腹仙鹟,无法区分,成体,,,,,,,,,,,,,,,
1497,棕腹仙鹟雄性亚成体,棕腹仙鹟,雄性,亚成体,,,,,,,,,,,,,,,
1498,棕腹仙鹟雌性亚成体,棕腹仙鹟,雌性,亚成体,,,,,,,,,,,,,,,
1499,棕腹仙鹟亚成体,棕腹仙鹟,无法区分,亚成体,,,,,,,,,,,,,,,
1500,棕腹仙鹟幼体,棕腹仙鹟,无法区分,幼体,,,,,,,,,,,,,,,
1501,棕腹仙鹟,棕腹仙鹟,无法区分,无法区分,,,,,,,,,,,,,,,
1502,栗腹矶鸫雄性成体,栗腹矶鸫,雄性,成体,,,,,,,,,,,,,,,
1503,栗腹矶鸫雌性成体,栗腹矶鸫,雌性,成体,,,,,,,,,,,,,,,
1504,栗腹矶鸫成体,栗腹矶鸫,无法区分,成体,,,,,,,,,,,,,,,
1505,栗腹矶鸫雄性亚成体,栗腹矶鸫,雄性,亚成体,,,,,,,,,,,,,,,
1506,栗腹矶鸫雌性亚成体,栗腹矶鸫,雌性,亚成体,,,,,,,,,,,,,,,
1507,栗腹矶鸫亚成体,栗腹矶鸫,无法区分,亚成体,,,,,,,,,,,,,,,
1508,栗腹矶鸫幼体,栗腹矶鸫,无法区分,幼体,,,,,,,,,,,,,,,
1509,栗腹矶鸫,栗腹矶鸫,无法区分,无法区分,,,,,,,,,,,,,,,
1510,斑头雁雄性成体,斑头雁,雄性,成体,,,,,,,,,,,,,,,
1511,斑头雁雌性成体,斑头雁,雌性,成体,,,,,,,,,,,,,,,
1512,斑头雁成体,斑头雁,无法区分,成体,,,,,,,,,,,,,,,
1513,斑头雁雄性亚成体,斑头雁,雄性,亚成体,,,,,,,,,,,,,,,
1514,斑头雁雌性亚成体,斑头雁,雌性,亚成体,,,,,,,,,,,,,,,
1515,斑头雁亚成体,斑头雁,无法区分,亚成体,,,,,,,,,,,,,,,
1516,斑头雁幼体,斑头雁,无法区分,幼体,,,,,,,,,,,,,,,
1517,斑头雁,斑头雁,无法区分,无法区分,,,,,,,,,,,,,,,
1518,大噪鹛雄性成体,大噪鹛,雄性,成体,,,,,,,,,,,,,,,
1519,大噪鹛雌性成体,大噪鹛,雌性,成体,,,,,,,,,,,,,,,
1520,大噪鹛成体,大噪鹛,无法区分,成体,,,,,,,,,,,,,,,
1521,大噪鹛雄性亚成体,大噪鹛,雄性,亚成体,,,,,,,,,,,,,,,
1522,大噪鹛雌性亚成体,大噪鹛,雌性,亚成体,,,,,,,,,,,,,,,
1523,大噪鹛亚成体,大噪鹛,无法区分,亚成体,,,,,,,,,,,,,,,
1524,大噪鹛幼体,大噪鹛,无法区分,幼体,,,,,,,,,,,,,,,
1525,大噪鹛,大噪鹛,无法区分,无法区分,,,,,,,,,,,,,,,
1526,大拟啄木鸟雄性成体,大拟啄木鸟,雄性,成体,,,,,,,,,,,,,,,
1527,大拟啄木鸟雌性成体,大拟啄木鸟,雌性,成体,,,,,,,,,,,,,,,
1528,大拟啄木鸟成体,大拟啄木鸟,无法区分,成体,,,,,,,,,,,,,,,
1529,大拟啄木鸟雄性亚成体,大拟啄木鸟,雄性,亚成体,,,,,,,,,,,,,,,
1530,大拟啄木鸟雌性亚成体,大拟啄木鸟,雌性,亚成体,,,,,,,,,,,,,,,
1531,大拟啄木鸟亚成体,大拟啄木鸟,无法区分,亚成体,,,,,,,,,,,,,,,
1532,大拟啄木鸟幼体,大拟啄木鸟,无法区分,幼体,,,,,,,,,,,,,,,
1533,大拟啄木鸟,大拟啄木鸟,无法区分,无法区分,,,,,,,,,,,,,,,
1534,中华鹧鸪雄性成体,中华鹧鸪,雄性,成体,,,,,,,,,,,,,,,
1535,中华鹧鸪雌性成体,中华鹧鸪,雌性,成体,,,,,,,,,,,,,,,
1536,中华鹧鸪成体,中华鹧鸪,无法区分,成体,,,,,,,,,,,,,,,
1537,中华鹧鸪雄性亚成体,中华鹧鸪,雄性,亚成体,,,,,,,,,,,,,,,
